model,prompt,seed,doc,n_unique_relations,n_total_relations,n_none_relations,none_rate,discourse_diversity
human,original,,story_2400,2,4,0,0.0,0.46211715726000974
human,original,,story_2702,1,5,0,0.0,0.197375320224904
human,original,,story_2722,3,4,0,0.0,0.6351489523872873
human,original,,story_2926,2,6,0,0.0,0.32151273753163434
human,original,,story_3230,1,4,0,0.0,0.24491866240370913
human,original,,story_3295,1,4,0,0.0,0.24491866240370913
human,original,,story_345,3,5,0,0.0,0.5370495669980352
human,original,,story_3761,3,4,0,0.0,0.6351489523872873
human,original,,story_3891,3,5,0,0.0,0.5370495669980352
human,original,,story_4047,4,11,0,0.0,0.34841301253861207
human,original,,story_4173,3,8,0,0.0,0.35835739835078595
human,original,,story_4797,2,4,0,0.0,0.46211715726000974
human,original,,story_5047,3,4,0,0.0,0.6351489523872873
human,original,,story_5062,1,5,0,0.0,0.197375320224904
human,original,,story_515,2,9,0,0.0,0.2186350836871213
human,original,,story_5201,4,9,0,0.0,0.4173216500588711
human,original,,story_5265,4,6,0,0.0,0.5827829453479101
human,original,,story_5349,2,5,0,0.0,0.3799489622552249
human,original,,story_5540,2,4,0,0.0,0.46211715726000974
human,original,,story_5721,2,4,0,0.0,0.46211715726000974
human,original,,story_6111,3,4,0,0.0,0.6351489523872873
human,original,,story_6215,3,6,0,0.0,0.46211715726000974
human,original,,story_6729,3,9,0,0.0,0.32151273753163434
human,original,,story_6847,2,5,0,0.0,0.3799489622552249
human,original,,story_6878,2,4,0,0.0,0.46211715726000974
human,original,,story_6921,4,6,0,0.0,0.5827829453479101
human,original,,story_7065,2,4,0,0.0,0.46211715726000974
human,original,,story_7150,3,6,0,0.0,0.46211715726000974
human,original,,story_7195,3,5,0,0.0,0.5370495669980352
human,original,,story_721,3,5,0,0.0,0.5370495669980352
human,original,,story_723,4,9,0,0.0,0.4173216500588711
human,original,,story_733,3,5,0,0.0,0.5370495669980352
human,original,,story_7596,2,9,0,0.0,0.2186350836871213
human,original,,story_7702,2,4,0,0.0,0.46211715726000974
human,original,,story_8061,2,7,0,0.0,0.27818549032570244
human,original,,story_8085,3,6,0,0.0,0.46211715726000974
human,original,,story_8154,1,1,0,0.0,0.7615941559557649
human,original,,story_8551,4,7,0,0.0,0.5164076551851798
human,original,,story_9334,2,3,0,0.0,0.5827829453479101
human,original,,story_9418,3,4,0,0.0,0.6351489523872873
human,original,,story_948,2,4,0,0.0,0.46211715726000974
human,original,,story_9914,2,5,0,0.0,0.3799489622552249
internvl3,large,,story_10408,3,23,0,0.0,0.12970007633392047
internvl3,large,,story_10486,4,12,0,0.0,0.32151273753163434
internvl3,large,,story_10499,3,13,0,0.0,0.22675815692505177
internvl3,large,,story_1111,3,19,0,0.0,0.1565955465920634
internvl3,large,,story_11260,3,24,0,0.0,0.12435300177159621
internvl3,large,,story_11340,3,9,0,0.0,0.32151273753163434
internvl3,large,,story_11457,4,13,0,0.0,0.29833624997754543
internvl3,large,,story_11541,3,13,0,0.0,0.22675815692505177
internvl3,large,,story_11543,3,15,0,0.0,0.197375320224904
internvl3,large,,story_11678,3,13,0,0.0,0.22675815692505177
internvl3,large,,story_11719,5,11,0,0.0,0.42562819723499473
internvl3,large,,story_1201,3,7,0,0.0,0.4041267397578591
internvl3,large,,story_1214,2,9,0,0.0,0.2186350836871213
internvl3,large,,story_12358,3,15,0,0.0,0.197375320224904
internvl3,large,,story_12423,4,12,0,0.0,0.32151273753163434
internvl3,large,,story_13596,3,6,0,0.0,0.46211715726000974
internvl3,large,,story_13683,2,6,0,0.0,0.32151273753163434
internvl3,large,,story_1467,3,13,0,0.0,0.22675815692505177
internvl3,large,,story_2400,3,11,0,0.0,0.26616073850966504
internvl3,large,,story_2702,2,21,0,0.0,0.09495119025209595
internvl3,large,,story_2722,2,5,0,0.0,0.3799489622552249
internvl3,large,,story_2926,4,17,0,0.0,0.2310459486864189
internvl3,large,,story_3230,3,12,0,0.0,0.24491866240370913
internvl3,large,,story_3295,3,9,0,0.0,0.32151273753163434
internvl3,large,,story_345,4,17,0,0.0,0.2310459486864189
internvl3,large,,story_3761,3,13,0,0.0,0.22675815692505177
internvl3,large,,story_3891,3,10,0,0.0,0.2913126124515909
internvl3,large,,story_4047,3,17,0,0.0,0.17466124876398173
internvl3,large,,story_4173,3,4,0,0.0,0.6351489523872873
internvl3,large,,story_4797,4,12,0,0.0,0.32151273753163434
internvl3,large,,story_5047,4,16,0,0.0,0.24491866240370913
internvl3,large,,story_5062,4,16,0,0.0,0.24491866240370913
internvl3,large,,story_515,4,20,0,0.0,0.197375320224904
internvl3,large,,story_5201,2,8,0,0.0,0.24491866240370913
internvl3,large,,story_5265,3,12,0,0.0,0.24491866240370913
internvl3,large,,story_5349,4,22,0,0.0,0.17984081852510791
internvl3,large,,story_5540,3,16,0,0.0,0.1853331999081395
internvl3,large,,story_5721,4,9,0,0.0,0.4173216500588711
internvl3,large,,story_6111,4,17,0,0.0,0.2310459486864189
internvl3,large,,story_6215,3,16,0,0.0,0.1853331999081395
internvl3,large,,story_6729,4,11,0,0.0,0.34841301253861207
internvl3,large,,story_6847,3,8,0,0.0,0.35835739835078595
internvl3,large,,story_6878,3,15,0,0.0,0.197375320224904
internvl3,large,,story_6921,2,9,0,0.0,0.2186350836871213
internvl3,large,,story_7065,3,10,0,0.0,0.2913126124515909
internvl3,large,,story_7150,3,11,0,0.0,0.26616073850966504
internvl3,large,,story_7195,5,10,0,0.0,0.46211715726000974
internvl3,large,,story_721,3,7,0,0.0,0.4041267397578591
internvl3,large,,story_723,2,3,0,0.0,0.5827829453479101
internvl3,large,,story_733,4,17,0,0.0,0.2310459486864189
internvl3,large,,story_7596,4,23,0,0.0,0.17218062318195437
internvl3,large,,story_7702,3,14,0,0.0,0.21106497444117137
internvl3,large,,story_8061,3,8,0,0.0,0.35835739835078595
internvl3,large,,story_8085,3,8,0,0.0,0.35835739835078595
internvl3,large,,story_8154,3,21,0,0.0,0.14189319376693255
internvl3,large,,story_8551,4,11,0,0.0,0.34841301253861207
internvl3,large,,story_9334,3,10,0,0.0,0.2913126124515909
internvl3,large,,story_9418,3,11,0,0.0,0.26616073850966504
internvl3,large,,story_948,3,15,0,0.0,0.197375320224904
internvl3,large,,story_9914,3,11,0,0.0,0.26616073850966504
internvl3,original,,story_10408,4,18,0,0.0,0.2186350836871213
internvl3,original,,story_10486,4,9,0,0.0,0.4173216500588711
internvl3,original,,story_10499,4,20,0,0.0,0.197375320224904
internvl3,original,,story_1111,3,19,0,0.0,0.1565955465920634
internvl3,original,,story_11260,3,22,0,0.0,0.13552464707668704
internvl3,original,,story_11340,3,10,0,0.0,0.2913126124515909
internvl3,original,,story_11457,3,17,0,0.0,0.17466124876398173
internvl3,original,,story_11541,3,16,0,0.0,0.1853331999081395
internvl3,original,,story_11543,2,9,0,0.0,0.2186350836871213
internvl3,original,,story_11678,3,14,0,0.0,0.21106497444117137
internvl3,original,,story_11719,5,16,0,0.0,0.3027097293321085
internvl3,original,,story_1201,2,8,0,0.0,0.24491866240370913
internvl3,original,,story_1214,2,12,0,0.0,0.16514041292462933
internvl3,original,,story_12358,4,13,0,0.0,0.29833624997754543
internvl3,original,,story_12423,2,7,0,0.0,0.27818549032570244
internvl3,original,,story_13596,4,17,0,0.0,0.2310459486864189
internvl3,original,,story_13683,3,16,0,0.0,0.1853331999081395
internvl3,original,,story_1467,3,10,0,0.0,0.2913126124515909
internvl3,original,,story_2400,4,17,0,0.0,0.2310459486864189
internvl3,original,,story_2702,3,12,0,0.0,0.24491866240370913
internvl3,original,,story_2722,3,19,0,0.0,0.1565955465920634
internvl3,original,,story_2926,3,10,0,0.0,0.2913126124515909
internvl3,original,,story_3230,4,19,0,0.0,0.20747021579643535
internvl3,original,,story_3295,2,7,0,0.0,0.27818549032570244
internvl3,original,,story_345,4,15,0,0.0,0.2605204458355026
internvl3,original,,story_3761,3,11,0,0.0,0.26616073850966504
internvl3,original,,story_3891,4,9,0,0.0,0.4173216500588711
internvl3,original,,story_4047,3,16,0,0.0,0.1853331999081395
internvl3,original,,story_4173,4,15,0,0.0,0.2605204458355026
internvl3,original,,story_4797,4,15,0,0.0,0.2605204458355026
internvl3,original,,story_5047,4,15,0,0.0,0.2605204458355026
internvl3,original,,story_5062,3,13,0,0.0,0.22675815692505177
internvl3,original,,story_515,3,8,0,0.0,0.35835739835078595
internvl3,original,,story_5201,3,9,0,0.0,0.32151273753163434
internvl3,original,,story_5265,2,8,0,0.0,0.24491866240370913
internvl3,original,,story_5349,3,14,0,0.0,0.21106497444117137
internvl3,original,,story_5540,4,12,0,0.0,0.32151273753163434
internvl3,original,,story_5721,4,16,0,0.0,0.24491866240370913
internvl3,original,,story_6111,3,7,0,0.0,0.4041267397578591
internvl3,original,,story_6215,4,15,0,0.0,0.2605204458355026
internvl3,original,,story_6729,3,15,0,0.0,0.197375320224904
internvl3,original,,story_6847,2,10,0,0.0,0.197375320224904
internvl3,original,,story_6878,4,16,0,0.0,0.24491866240370913
internvl3,original,,story_6921,4,17,0,0.0,0.2310459486864189
internvl3,original,,story_7065,4,21,0,0.0,0.18820557017560027
internvl3,original,,story_7150,4,17,0,0.0,0.2310459486864189
internvl3,original,,story_7195,4,14,0,0.0,0.27818549032570244
internvl3,original,,story_721,4,14,0,0.0,0.27818549032570244
internvl3,original,,story_723,3,15,0,0.0,0.197375320224904
internvl3,original,,story_733,4,17,0,0.0,0.2310459486864189
internvl3,original,,story_7596,4,18,0,0.0,0.2186350836871213
internvl3,original,,story_7702,3,8,0,0.0,0.35835739835078595
internvl3,original,,story_8061,3,10,0,0.0,0.2913126124515909
internvl3,original,,story_8085,2,9,0,0.0,0.2186350836871213
internvl3,original,,story_8154,3,22,0,0.0,0.13552464707668704
internvl3,original,,story_8551,2,4,0,0.0,0.46211715726000974
internvl3,original,,story_9334,3,17,0,0.0,0.17466124876398173
internvl3,original,,story_9418,4,16,0,0.0,0.24491866240370913
internvl3,original,,story_948,2,10,0,0.0,0.197375320224904
internvl3,original,,story_9914,4,16,0,0.0,0.24491866240370913
llama4scout,large,,story_10408,2,7,0,0.0,0.27818549032570244
llama4scout,large,,story_10486,2,6,0,0.0,0.32151273753163434
llama4scout,large,,story_10499,2,10,0,0.0,0.197375320224904
llama4scout,large,,story_1111,3,8,0,0.0,0.35835739835078595
llama4scout,large,,story_11260,3,17,0,0.0,0.17466124876398173
llama4scout,large,,story_11340,3,6,0,0.0,0.46211715726000974
llama4scout,large,,story_11457,3,11,0,0.0,0.26616073850966504
llama4scout,large,,story_11541,3,4,0,0.0,0.6351489523872873
llama4scout,large,,story_11543,3,6,0,0.0,0.46211715726000974
llama4scout,large,,story_11678,5,13,0,0.0,0.366708940375566
llama4scout,large,,story_11719,2,4,0,0.0,0.46211715726000974
llama4scout,large,,story_1201,2,8,0,0.0,0.24491866240370913
llama4scout,large,,story_1214,2,5,0,0.0,0.3799489622552249
llama4scout,large,,story_12358,3,6,0,0.0,0.46211715726000974
llama4scout,large,,story_12423,2,7,0,0.0,0.27818549032570244
llama4scout,large,,story_13596,2,5,0,0.0,0.3799489622552249
llama4scout,large,,story_13683,3,5,0,0.0,0.5370495669980352
llama4scout,large,,story_1467,3,10,0,0.0,0.2913126124515909
llama4scout,large,,story_2400,1,3,0,0.0,0.32151273753163434
llama4scout,large,,story_2702,3,5,0,0.0,0.5370495669980352
llama4scout,large,,story_2722,3,13,0,0.0,0.22675815692505177
llama4scout,large,,story_2926,3,6,0,0.0,0.46211715726000974
llama4scout,large,,story_3230,3,6,0,0.0,0.46211715726000974
llama4scout,large,,story_3295,2,5,0,0.0,0.3799489622552249
llama4scout,large,,story_345,3,5,0,0.0,0.5370495669980352
llama4scout,large,,story_3761,2,5,0,0.0,0.3799489622552249
llama4scout,large,,story_3891,2,5,0,0.0,0.3799489622552249
llama4scout,large,,story_4047,3,16,0,0.0,0.1853331999081395
llama4scout,large,,story_4173,2,9,0,0.0,0.2186350836871213
llama4scout,large,,story_4797,2,7,0,0.0,0.27818549032570244
llama4scout,large,,story_5047,2,6,0,0.0,0.32151273753163434
llama4scout,large,,story_5062,3,10,0,0.0,0.2913126124515909
llama4scout,large,,story_515,3,10,0,0.0,0.2913126124515909
llama4scout,large,,story_5201,3,10,0,0.0,0.2913126124515909
llama4scout,large,,story_5265,3,6,0,0.0,0.46211715726000974
llama4scout,large,,story_5349,4,13,0,0.0,0.29833624997754543
llama4scout,large,,story_5540,3,13,0,0.0,0.22675815692505177
llama4scout,large,,story_5721,3,10,0,0.0,0.2913126124515909
llama4scout,large,,story_6111,4,10,0,0.0,0.3799489622552249
llama4scout,large,,story_6215,2,7,0,0.0,0.27818549032570244
llama4scout,large,,story_6729,2,9,0,0.0,0.2186350836871213
llama4scout,large,,story_6847,3,4,0,0.0,0.6351489523872873
llama4scout,large,,story_6878,3,10,0,0.0,0.2913126124515909
llama4scout,large,,story_6921,2,6,0,0.0,0.32151273753163434
llama4scout,large,,story_7065,4,15,0,0.0,0.2605204458355026
llama4scout,large,,story_7150,3,11,0,0.0,0.26616073850966504
llama4scout,large,,story_7195,3,8,0,0.0,0.35835739835078595
llama4scout,large,,story_721,2,4,0,0.0,0.46211715726000974
llama4scout,large,,story_723,3,11,0,0.0,0.26616073850966504
llama4scout,large,,story_733,3,7,0,0.0,0.4041267397578591
llama4scout,large,,story_7596,3,7,0,0.0,0.4041267397578591
llama4scout,large,,story_7702,3,4,0,0.0,0.6351489523872873
llama4scout,large,,story_8061,2,7,0,0.0,0.27818549032570244
llama4scout,large,,story_8085,1,5,0,0.0,0.197375320224904
llama4scout,large,,story_8154,4,5,0,0.0,0.664036770267849
llama4scout,large,,story_8551,3,8,0,0.0,0.35835739835078595
llama4scout,large,,story_9334,2,5,0,0.0,0.3799489622552249
llama4scout,large,,story_9418,3,6,0,0.0,0.46211715726000974
llama4scout,large,,story_948,1,4,0,0.0,0.24491866240370913
llama4scout,large,,story_9914,3,11,0,0.0,0.26616073850966504
llama4scout,original,,story_10408,4,13,0,0.0,0.29833624997754543
llama4scout,original,,story_10486,3,11,0,0.0,0.26616073850966504
llama4scout,original,,story_10499,3,16,0,0.0,0.1853331999081395
llama4scout,original,,story_1111,2,13,0,0.0,0.15264375981490486
llama4scout,original,,story_11260,4,11,0,0.0,0.34841301253861207
llama4scout,original,,story_11340,2,13,0,0.0,0.15264375981490486
llama4scout,original,,story_11457,4,8,0,0.0,0.46211715726000974
llama4scout,original,,story_11541,4,10,0,0.0,0.3799489622552249
llama4scout,original,,story_11543,3,13,0,0.0,0.22675815692505177
llama4scout,original,,story_11678,4,9,0,0.0,0.4173216500588711
llama4scout,original,,story_11719,3,8,0,0.0,0.35835739835078595
llama4scout,original,,story_1201,4,9,0,0.0,0.4173216500588711
llama4scout,original,,story_1214,3,13,0,0.0,0.22675815692505177
llama4scout,original,,story_12358,4,9,0,0.0,0.4173216500588711
llama4scout,original,,story_12423,3,10,0,0.0,0.2913126124515909
llama4scout,original,,story_13596,3,5,0,0.0,0.5370495669980352
llama4scout,original,,story_13683,4,10,0,0.0,0.3799489622552249
llama4scout,original,,story_1467,3,6,0,0.0,0.46211715726000974
llama4scout,original,,story_2400,3,8,0,0.0,0.35835739835078595
llama4scout,original,,story_2702,3,5,0,0.0,0.5370495669980352
llama4scout,original,,story_2722,4,10,0,0.0,0.3799489622552249
llama4scout,original,,story_2926,4,13,0,0.0,0.29833624997754543
llama4scout,original,,story_3230,2,4,0,0.0,0.46211715726000974
llama4scout,original,,story_3295,4,9,0,0.0,0.4173216500588711
llama4scout,original,,story_345,3,9,0,0.0,0.32151273753163434
llama4scout,original,,story_3761,3,9,0,0.0,0.32151273753163434
llama4scout,original,,story_3891,4,9,0,0.0,0.4173216500588711
llama4scout,original,,story_4047,4,23,0,0.0,0.17218062318195437
llama4scout,original,,story_4173,3,8,0,0.0,0.35835739835078595
llama4scout,original,,story_4797,5,9,0,0.0,0.5046723977218568
llama4scout,original,,story_5047,4,13,0,0.0,0.29833624997754543
llama4scout,original,,story_5062,4,11,0,0.0,0.34841301253861207
llama4scout,original,,story_515,4,16,0,0.0,0.24491866240370913
llama4scout,original,,story_5201,3,9,0,0.0,0.32151273753163434
llama4scout,original,,story_5265,4,8,0,0.0,0.46211715726000974
llama4scout,original,,story_5349,4,11,0,0.0,0.34841301253861207
llama4scout,original,,story_5540,2,9,0,0.0,0.2186350836871213
llama4scout,original,,story_5721,3,13,0,0.0,0.22675815692505177
llama4scout,original,,story_6111,3,8,0,0.0,0.35835739835078595
llama4scout,original,,story_6215,2,7,0,0.0,0.27818549032570244
llama4scout,original,,story_6729,4,17,0,0.0,0.2310459486864189
llama4scout,original,,story_6847,3,9,0,0.0,0.32151273753163434
llama4scout,original,,story_6878,2,9,0,0.0,0.2186350836871213
llama4scout,original,,story_6921,4,13,0,0.0,0.29833624997754543
llama4scout,original,,story_7065,3,9,0,0.0,0.32151273753163434
llama4scout,original,,story_7150,4,9,0,0.0,0.4173216500588711
llama4scout,original,,story_7195,3,9,0,0.0,0.32151273753163434
llama4scout,original,,story_721,4,11,0,0.0,0.34841301253861207
llama4scout,original,,story_723,3,8,0,0.0,0.35835739835078595
llama4scout,original,,story_733,4,11,0,0.0,0.34841301253861207
llama4scout,original,,story_7596,3,6,0,0.0,0.46211715726000974
llama4scout,original,,story_7702,3,9,0,0.0,0.32151273753163434
llama4scout,original,,story_8061,3,14,0,0.0,0.21106497444117137
llama4scout,original,,story_8085,4,11,0,0.0,0.34841301253861207
llama4scout,original,,story_8154,3,12,0,0.0,0.24491866240370913
llama4scout,original,,story_8551,5,9,0,0.0,0.5046723977218568
llama4scout,original,,story_9334,2,11,0,0.0,0.17984081852510791
llama4scout,original,,story_9418,3,8,0,0.0,0.35835739835078595
llama4scout,original,,story_948,3,13,0,0.0,0.22675815692505177
llama4scout,original,,story_9914,3,8,0,0.0,0.35835739835078595
qwen3vl,large,,story_10408,2,5,0,0.0,0.3799489622552249
qwen3vl,large,,story_10486,2,5,0,0.0,0.3799489622552249
qwen3vl,large,,story_10499,3,5,0,0.0,0.5370495669980352
qwen3vl,large,,story_1111,3,8,0,0.0,0.35835739835078595
qwen3vl,large,,story_11260,1,10,0,0.0,0.09966799462495582
qwen3vl,large,,story_11340,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_11457,3,5,0,0.0,0.5370495669980352
qwen3vl,large,,story_11541,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_11543,3,5,0,0.0,0.5370495669980352
qwen3vl,large,,story_11678,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_11719,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_1201,2,3,0,0.0,0.5827829453479101
qwen3vl,large,,story_1214,2,5,0,0.0,0.3799489622552249
qwen3vl,large,,story_12358,3,9,0,0.0,0.32151273753163434
qwen3vl,large,,story_12423,2,6,0,0.0,0.32151273753163434
qwen3vl,large,,story_13596,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_13683,3,6,0,0.0,0.46211715726000974
qwen3vl,large,,story_1467,3,7,0,0.0,0.4041267397578591
qwen3vl,large,,story_2400,2,5,0,0.0,0.3799489622552249
qwen3vl,large,,story_2702,1,5,0,0.0,0.197375320224904
qwen3vl,large,,story_2722,3,8,0,0.0,0.35835739835078595
qwen3vl,large,,story_2926,2,9,0,0.0,0.2186350836871213
qwen3vl,large,,story_3230,3,7,0,0.0,0.4041267397578591
qwen3vl,large,,story_3295,1,4,0,0.0,0.24491866240370913
qwen3vl,large,,story_345,3,9,0,0.0,0.32151273753163434
qwen3vl,large,,story_3761,3,4,0,0.0,0.6351489523872873
qwen3vl,large,,story_3891,3,9,0,0.0,0.32151273753163434
qwen3vl,large,,story_4047,2,6,0,0.0,0.32151273753163434
qwen3vl,large,,story_4173,2,7,0,0.0,0.27818549032570244
qwen3vl,large,,story_4797,3,4,0,0.0,0.6351489523872873
qwen3vl,large,,story_5047,1,4,0,0.0,0.24491866240370913
qwen3vl,large,,story_5062,3,5,0,0.0,0.5370495669980352
qwen3vl,large,,story_515,2,8,0,0.0,0.24491866240370913
qwen3vl,large,,story_5201,2,8,0,0.0,0.24491866240370913
qwen3vl,large,,story_5265,1,4,0,0.0,0.24491866240370913
qwen3vl,large,,story_5349,3,5,0,0.0,0.5370495669980352
qwen3vl,large,,story_5540,3,9,0,0.0,0.32151273753163434
qwen3vl,large,,story_5721,2,6,0,0.0,0.32151273753163434
qwen3vl,large,,story_6111,3,4,0,0.0,0.6351489523872873
qwen3vl,large,,story_6215,2,6,0,0.0,0.32151273753163434
qwen3vl,large,,story_6729,2,8,0,0.0,0.24491866240370913
qwen3vl,large,,story_6847,1,4,0,0.0,0.24491866240370913
qwen3vl,large,,story_6878,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_6921,1,6,0,0.0,0.16514041292462933
qwen3vl,large,,story_7065,1,4,0,0.0,0.24491866240370913
qwen3vl,large,,story_7150,1,4,0,0.0,0.24491866240370913
qwen3vl,large,,story_7195,1,4,0,0.0,0.24491866240370913
qwen3vl,large,,story_721,2,4,0,0.0,0.46211715726000974
qwen3vl,large,,story_723,2,8,0,0.0,0.24491866240370913
qwen3vl,large,,story_733,3,6,0,0.0,0.46211715726000974
qwen3vl,large,,story_7596,1,5,0,0.0,0.197375320224904
qwen3vl,large,,story_7702,3,10,0,0.0,0.2913126124515909
qwen3vl,large,,story_8061,3,7,0,0.0,0.4041267397578591
qwen3vl,large,,story_8085,2,5,0,0.0,0.3799489622552249
qwen3vl,large,,story_8154,2,5,0,0.0,0.3799489622552249
qwen3vl,large,,story_8551,3,7,0,0.0,0.4041267397578591
qwen3vl,large,,story_9334,2,7,0,0.0,0.27818549032570244
qwen3vl,large,,story_9418,2,5,0,0.0,0.3799489622552249
qwen3vl,large,,story_948,2,5,0,0.0,0.3799489622552249
qwen3vl,large,,story_9914,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_10408,1,6,0,0.0,0.16514041292462933
qwen3vl,original,,story_10486,2,6,0,0.0,0.32151273753163434
qwen3vl,original,,story_10499,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_1111,2,9,0,0.0,0.2186350836871213
qwen3vl,original,,story_11260,3,4,0,0.0,0.6351489523872873
qwen3vl,original,,story_11340,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_11457,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_11541,2,5,0,0.0,0.3799489622552249
qwen3vl,original,,story_11543,3,6,0,0.0,0.46211715726000974
qwen3vl,original,,story_11678,3,6,0,0.0,0.46211715726000974
qwen3vl,original,,story_11719,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_1201,3,4,0,0.0,0.6351489523872873
qwen3vl,original,,story_1214,2,5,0,0.0,0.3799489622552249
qwen3vl,original,,story_12358,4,11,0,0.0,0.34841301253861207
qwen3vl,original,,story_12423,1,5,0,0.0,0.197375320224904
qwen3vl,original,,story_13596,2,6,0,0.0,0.32151273753163434
qwen3vl,original,,story_13683,4,10,0,0.0,0.3799489622552249
qwen3vl,original,,story_1467,2,5,0,0.0,0.3799489622552249
qwen3vl,original,,story_2400,3,4,0,0.0,0.6351489523872873
qwen3vl,original,,story_2702,1,5,0,0.0,0.197375320224904
qwen3vl,original,,story_2722,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_2926,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_3230,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_3295,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_345,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_3761,3,4,0,0.0,0.6351489523872873
qwen3vl,original,,story_3891,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_4047,1,7,0,0.0,0.14189319376693255
qwen3vl,original,,story_4173,2,7,0,0.0,0.27818549032570244
qwen3vl,original,,story_4797,3,5,0,0.0,0.5370495669980352
qwen3vl,original,,story_5047,3,5,0,0.0,0.5370495669980352
qwen3vl,original,,story_5062,2,7,0,0.0,0.27818549032570244
qwen3vl,original,,story_515,1,7,0,0.0,0.14189319376693255
qwen3vl,original,,story_5201,3,8,0,0.0,0.35835739835078595
qwen3vl,original,,story_5265,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_5349,2,5,0,0.0,0.3799489622552249
qwen3vl,original,,story_5540,2,5,0,0.0,0.3799489622552249
qwen3vl,original,,story_5721,2,5,0,0.0,0.3799489622552249
qwen3vl,original,,story_6111,3,5,0,0.0,0.5370495669980352
qwen3vl,original,,story_6215,2,6,0,0.0,0.32151273753163434
qwen3vl,original,,story_6729,2,5,0,0.0,0.3799489622552249
qwen3vl,original,,story_6847,1,9,0,0.0,0.11065611052473799
qwen3vl,original,,story_6878,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_6921,3,9,0,0.0,0.32151273753163434
qwen3vl,original,,story_7065,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_7150,2,4,0,0.0,0.46211715726000974
qwen3vl,original,,story_7195,1,4,0,0.0,0.24491866240370913
qwen3vl,original,,story_721,3,5,0,0.0,0.5370495669980352
qwen3vl,original,,story_723,2,8,0,0.0,0.24491866240370913
qwen3vl,original,,story_733,2,7,0,0.0,0.27818549032570244
qwen3vl,original,,story_7596,1,5,0,0.0,0.197375320224904
qwen3vl,original,,story_7702,3,4,0,0.0,0.6351489523872873
qwen3vl,original,,story_8061,1,7,0,0.0,0.14189319376693255
qwen3vl,original,,story_8085,2,5,0,0.0,0.3799489622552249
qwen3vl,original,,story_8154,1,5,0,0.0,0.197375320224904
qwen3vl,original,,story_8551,1,7,0,0.0,0.14189319376693255
qwen3vl,original,,story_9334,2,5,0,0.0,0.3799489622552249
qwen3vl,original,,story_9418,1,5,0,0.0,0.197375320224904
qwen3vl,original,,story_948,4,5,0,0.0,0.664036770267849
qwen3vl,original,,story_9914,2,5,0,0.0,0.3799489622552249
